org_id,ORDER,order_type,MAX_STATUS,MIN_STATUS,SHIPMENT,created_timestamp,Org Id,Job Queue Status,Request Status,Req Prog Status,Request Id,Request Progress Id,Job Id,Job Queue Created By,Job Queue Created On,Job Queue Last Updated By,Job Queue Last Updated On,Request Created By,Request Created On,Request Last Updated By,Request Last Updated On,Details Created By,Details Created On,Details Last Updated By,Details Last Updated On
ATL,4352010,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:28.909000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352011,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:29.049000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352012,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:29.107000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352017,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:29.216000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352043,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:29.506000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352022,Standard,1000-Released,1000-Released,508_2022-05-31,2022-05-31 18:28:29.831000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352460,Standard,1000-Released,1000-Released,509_2022-05-31,2022-05-31 18:28:30.035000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352433,Standard,1000-Released,1000-Released,509_2022-05-31,2022-05-31 18:28:30.371000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352434,Standard,1000-Released,1000-Released,509_2022-05-31,2022-05-31 18:28:30.510000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
ATL,4352435,Standard,1000-Released,1000-Released,509_2022-05-31,2022-05-31 18:28:30.764000,ATL,Success,New,Success,183,182,133,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35,atlwkok,2026-03-26 21:35
